Ciudad,Nombre,Dirección,Latitud,Longitud,address,horario,parqueo,cajero
,tuti pradera,,,,"CDLA. PRADERA AV. DOMINGO COMIN Y CALLE 11, DENTRO DE PARQUEO GASOLINERA SHELL",08:00 - 21:00,Sí,No
Manta,tuti primero de mayo,"XG5J+QR4, Atanacio Santos, Portoviejo",-1.0406199,-80.46793679999999,,,,
,tuti princesa toa,,,,"Pasaje San Blas y princesa Toa, frente al tecnicentro ZTYRES",08:00 - 21:00,No,No
,tuti progreso,,,,KM 64 VIA A LA COSTA,08:00 - 20:00,Sí,No
,tuti prosperina,,,,PROSPERINA. CIUDADELA LOS ANGELES SOLAR 1 MZ. 10,08:00 - 21:00,No,No
,tuti pucara,,,,JUAN DE VELASCO Y PRIMERA CONSTITUYENTE,08:00 - 21:00,Sí,No
,tuti pueblo solo pueblo,,,,CALLE OE1E Y 8,08:00 - 21:00,No,No
,tuti puente 3,,,,AV. GENERAL RUMINAHUI Y NELA MARTINEZ,08:00 - 21:00,Sí,No
,tuti puente 9,,,,Jose Jovanen y Av. General Ruminahui,08:00 - 21:00,No,No
,tuti puertas al sol,,,,"Cooperativa Puertas al Sol Mz. 2384 solar 9 y 10, ingresando por Via a la Costa",08:00 - 21:00,No,No
Machala,tuti puerto bolivar,"070103, Machala",-3.2646081,-79.998166,AV. BOLIVAR MADERO VARGAS ENTRE SUCRE Y BOLIVAR,08:00 - 20:00,No,No
,tuti puerto inca,,,,PUERTO INCA. AV. PRINCIPAL VIA NARANJAL,08:00 - 21:00,No,No
,tuti puerto lopez,,,,Av. Machalilla. Mariscal Sucre,08:00 - 21:00,No,No
,tuti puerto quito,,,,AV. 18 DE MAYO Y C. EUGENIO ESPEJO,08:00 - 21:00,No,No
,tuti pujili,,,,JOSE ANTONIO DE SUCRE Y BELISARIO QUEVEDO,08:00 - 21:00,Sí,No
,tuti punta carnero,,,,"Principal Vi­a Punta Carner Referencia Frente a DISENSA, diagonal al Hospital de La Libertad",08:00 - 21:00,No,No
Quito,tuti pusuqui,"E28 5350, Quito",-0.0706210999999999,-78.4712169,AV. MANUEL CORDOVA GALARZA,08:00 - 21:00,Sí,No
,tuti quevedo 1,,,,"Cdla La Salud Mz. H Sol. 1,2.",08:00 - 21:00,Sí,No
,tuti quevedo 2 - june,,,,Calle Decima Cuarta entre Doce de Octubre y calle June Guzman Villa 115 y 117,08:00 - 21:00,Sí,No
,tuti quevedo canalito,,,,Parroquia San Camilo Sol. 17 Mz. Z,08:00 - 21:00,Sí,No
,tuti quevedo jaime roldos,,,,SECTOR BARRIO DESQUITE NORTE CALLE JAIME ROLDOS SOLAR 13 INTERSECCION 27 MZ 9 CANTON QUEVEDO,08:00 - 21:00,No,No
,tuti quevedo san camilo,,,,Calle Estados Unidos entre Guayaquil y Juan Montalvo Sol. 5 y 6 Mz. 26,08:00 - 21:00,Sí,No
,tuti quevedo walter andrade,,,,El progreso Mz. B Sol. 1 y 2 en calle P Av. Walter Andrade esquina,08:00 - 21:00,No,No
,tuti quijano y ordonez,,,,CALLE QUIJANO Y ORDNEZ Y RUMINAHUI,08:00 - 21:00,No,No
,tuti quinche,,,,Troncal de la Sierra y Quito,08:00 - 21:00,No,No
,tuti quininde,,,,AVENIDA SIMON PLATA TORRES Y GUSTAVO BECERRA,08:00 - 21:00,Sí,No
Quevedo,tuti quinsaloma,"QMRM+G3, Quinsaloma",-1.2086815,-79.3173182,AV. MIGUEL INFANTES Y CALLE 10,08:00 - 21:00,No,No
Guayaquil,tuti quisquis,"Unnamed Road, Guayaquil",-2.1582544,-79.9200838,Coop. Quisquis Solar 06 MZ 1,08:00 - 21:00,Sí,No
,tuti quitumbe,,,,Avenida llira Nan y s35c,08:00 - 21:00,No,No
Machala,tuti rayito de luz,"P3R9+JWM Rayito de luz, Machala",-3.2584137,-79.9302121,Calle Mario Minuche y Avenida 17 de Noviembre,08:00 - 21:00,No,No
,tuti real audiencia,,,,AV. REAL AUDIENCIA Y PORFILIO ROMERO 170104,08:00 - 21:00,No,No
,tuti recreo 1 anton,,,,Av. Laurice Anton. Coop. Los Sauces Mz D,08:00 - 21:00,No,Sí
,tuti recreo 2 salem,,,,Recreo 5ta etapa. calle principal frente a CNEL,08:00 - 21:00,No,No
,tuti recreo 3 10 de enero (5ta etapa),,,,Recreo 5ta etapa. Cooperativa Diez de Enero solar 2. manzana A. junto a Cruz azul esquinero,08:00 - 21:00,No,No
,tuti recreo 4ta etapa,,,,CUARTA ETAPA EL RECREO MZ. 448 SOL.47,08:00 - 21:00,Sí,No
Quito,tuti republica,"Av. de la República E4-34, Quito",-0.1856336,-78.4887205,,,,
,tuti retiro,,,,AV. TRONCAL DE LA COSTA Y MADERO VARGAS,07:00 - 20:00,Sí,No
Manta,tuti ricaurte,"WGWW+7GW, Portoviejo",-1.054284,-80.4536937,,,,
,tuti ricaurte av. pinargote,,,,Calle Av. Pinargote y Bartolome Bastidas,08:00 - 21:00,No,No
,tuti river mall,,,,AV. LUIS CORDERO Y AV. GENERAL ENRIQUEZ,08:00 - 21:00,Sí,No
Manta,tuti rocafuerte,"3GFX+WHW, C. Pichincha, Rocafuerte",-0.9251091,-80.4510627,CALLE PICHINCHA. ENTRE CALLE BOLIVAR Y ELOY ALFARO,08:00 - 21:00,No,No
Manta,tuti rocafuerte la y,"3HJ4+M26, Rocafuerte, Manta",-0.9183495,-80.44499429999999,"ROCAFUERTE, VIA SPONDYLUS Y CALLE SUCRE",08:00 - 21:00,Sí,No
,tuti rodriguez bonin,,,,AVENIDA RODRIGUEZ BONIN,08:00 - 21:00,No,No
,tuti rosa borja de icaza,,,,Barrio Centenario. Av. Rosa Borja de Icaza Mz 2 Sl 2,08:00 - 21:00,No,No
,tuti rosendo aviles,,,,Rosendo Aviles y Assad Bucaram Sl 17 Mz 801,08:00 - 21:00,No,Sí
Quito,tuti ruiz de castilla,"RG62+3PV, Ruiz de Castilla, Quito",-0.1897748,-78.4982035,Calle Ruiz de Casilla y Pascual de Aandagoya,08:00 - 21:00,No,No
,tuti ruminahui,,,,Av. Abdon Calderon y Ante.,08:00 - 21:00,No,No
,tuti rumipamba,,,,AV ATAHUALPA Y AMERICA N34-211,08:00 - 21:00,Sí,No
,tuti salcedo,,,,CALLE VICENTE LEON Y ANA PAREDES,08:00 - 21:00,No,No
,tuti salinas 1 - general enrique gallo,,,,Salinas. Calle General Enrique Gallo y Las Palmeras. Una cuadra antes de la Lojanita,08:00 - 21:00,No,No
,tuti salinas 2 - av. carlos espinoza,,,,"SALINAS, AV. CARLOS ESPINOZA LARA",08:00 - 21:00,No,No
,tuti salitre,,,,Av. Jaime Roldos y Av. Samborondon Sl. 1,08:00 - 21:00,No,Sí
,tuti samanes 6,,,,Samanes 6 Mz 953 Solar 2,08:00 - 21:00,Sí,No
,tuti samborondon,,,,Sector Sucre Mz24 Sl 17-2. junto al Coliseo H. Andrade,08:00 - 21:00,No,No
,tuti san antonio,,,,AVENIDA EQUINOCCIAL Y LOS HEMISFERIOS,08:00 - 21:00,Sí,No
Ibarra,tuti san antonio de ibarra,"8RPH+7R4, San Antonio de Ibarra",0.3356375,-78.1704219,,,,
,tuti san antonio ibarra,,,,JOSE DE SUCRE Y POMPEYO GUZMAN,08:00 - 21:00,No,No
,tuti san bartolo,,,,Av. Pedro Vicente Maldonado y Pungala,08:00 - 21:00,No,No
Ibarra,tuti san blas,"Av. 13 de Abril 2339-2371, Ibarra",0.3623751,-78.1223466,CALLE GUAYAQUIL Y FRANCISCO DE CALDAS,08:00 - 21:00,No,No
,tuti san buenaventura,,,,AVENIDA MIGUEL ITURRALDE SN,08:00 - 21:00,Sí,No
Quevedo,tuti san carlos,"VHM7+JCF, San Carlos",-1.1159269,-79.436447,"QUEVEDO, PARROQUIA SAN CARLOS, AV. 2 DE JULIO Y CALLE ESTENIO BURGOS.",08:00 - 21:00,No,No
,tuti san felipe,,,,Urb. Lomas de Prosperina Sol. 10 Mz. 10,08:00 - 21:00,Sí,No
,tuti san francisco,,,,COOPERATIVA SAN FRANCISCO 2 ETAPA 8 MZ. 1111 SOL. 6,08:00 - 21:00,No,No
,tuti san gabriel,,,,AV. RIO AMAZONAS Y PRIMERA TRANSVERSAL,08:00 - 21:00,No,No
,tuti san isidro,,,,"SUCRE, PARROQUIA SAN ISIDRO AV. VALENTIN ALCIVAR",08:00 - 21:00,No,No
,tuti san isidro del inca,,,,De los Nogales y De Los Olivos,08:00 - 21:00,Sí,No
Manta,tuti san jorge,"WGJ8+4VP, E30, Portoviejo",-1.0696742,-80.48279649999999,"AV. METROPOLITANA ELOY ALFARO, MZ. A, DEL SECTOR PARQUE INDUSTRIAL EN LA PARROQUIA ANDRES DE VERA.",08:00 - 21:00,Sí,No
Quito,tuti san jose de moran,"WH76+GWC, Quito",-0.086171,-78.4377294,CALLE CARLOS MANTILLA Y SAN JOSE R. ANDRADE,08:00 - 21:00,No,No
,tuti san juan,,,,AVENIDA AURORA ESTRADA Y SEMINARIO. JUNTO A BANCO PICHINCHA,08:00 - 21:00,No,No
,tuti san juan de la armenia,,,,AV. SEBASTIAN DE BENALCAZAR E1-69,08:00 - 21:00,Sí,No
,tuti san luis,,,,JUAN FELIX PROANO Y HOLANDA,08:00 - 21:00,Sí,No
,tuti san martin de porras,,,,E8G Y S34D,08:00 - 21:00,No,No
,tuti san miguel de los bancos,,,,AV. 17 DE JULIO MOISES CARRERA Y AV. 6 DE DICIEMBRE,08:00 - 21:00,Sí,No
Santa Elena,tuti san pablo,"V66G+G4P, Ruta del Spondylus, San Pablo",-2.1386611,-80.77466509999999,COMUNA SAN PABLO MZ 47 SOLAR 4 Y 5,08:00 - 21:00,No,No
,tuti san patricio,,,,Av. Ferroviaria y Av. Montgomery Sanchez,08:00 - 21:00,Sí,No
Manta,tuti san pedro,"27GQ+885, Vía Interbarrial, Manta",-0.9743721,-80.71167229999999,,,,
,tuti san pedro de taboada,,,,AV. MARIANA DE JESUS Y PEDRO ATI,08:00 - 21:00,Sí,No
,tuti santa ana de chillogallo,,,,"JULIAN ESTRELLA Oe10 Y VICTOR JIMENEZ, JUNTO A DISENSA",08:00 - 21:00,No,No
,tuti santa anita,,,,"Av. Mariscal Sucre, entre Pedro Capiro y el canelo.",08:00 - 21:00,No,No
,tuti santa clara,,,,ANTONIO DE ULLOA,08:00 - 21:00,Sí,No
Santa Elena,tuti santa elena,"Q4FR+JX5, Santa Elena",-2.2259435,-80.8574948,Calle Comercio y Sucre. Atras del Municipio de Santa Elena y frente a la Gobernacion,08:00 - 21:00,No,No
,tuti santa elena 2,,,,VIA PRINCIPAL A ANCON,08:00 - 21:00,No,No
Santa Elena,tuti santa elena 3 via eleodoro,"Q49H+735, Av. Eleodoro Solorzano, Santa Elena",-2.2318688,-80.872261,,,,
,tuti santa elena 3 via elodoro,,,,VIA ELODORO REFERENCIA A LADO DEL RESTAURANTE SAAVEDRA,08:00 - 21:00,No,No
Santa Elena,tuti santa elena via ancon,"Q49Q+RWC, Vía Ancón, Ancón",-2.2304314,-80.8602214,,,,
,tuti santa isabel,,,,Av. Huancavilca N26-301 y C7,08:00 - 21:00,No,No
,tuti santa lucia,,,,Calle 12 de Diciembre. Lote # 2,08:00 - 21:00,No,No
,tuti santa rosa,,,,Calle Juan Leon Mera y Bolivar,08:00 - 21:00,Sí,No
,tuti santa rosa (salinas),,,,Salinas. Santa Rosa. Cdla. Floresta Mz. 1B sl. 1. Diagonal al colegio Santa Rosa,08:00 - 21:00,No,No
Machala,tuti santa rosa 2,"Los Helechos, Santa Rosa",-3.4468919,-79.9558887,AV. BELLA MARIA Y ELOY ALFARO,07:00 - 21:00,No,No
,tuti santa teresita,,,,Chambers entre la 44 y 45 Sl. 11,08:00 - 21:00,No,No
,tuti santiaguito roldos,,,,PRE COOPERATIVA SANTIAGUITO III MANZANA 1171 SOLAR 22,08:00 - 21:00,No,No
,tuti santo domingo plaza hogar,,,,AV. CHONE-CENTRO COMERCIAL PLAZA HOGAR.,08:00 - 21:00,Sí,No
,tuti santo domingo-av. quevedo,,,,"SANTO DOMINGO, AV. QUEVEDO KM3, FRENTE AL CORAL.",08:00 - 21:00,No,No
,tuti saquisili,,,,Calle 24 de Mayo y Sucre frente al parque la Concordia,08:00 - 21:00,No,No
,tuti sauces 4,,,,Dr. Teodoro Alvarado Olea y Puente Jose Maria Egas,08:00 - 21:00,No,No
,tuti sauces 8,,,,"CALLE ISIDRO AYORA CUEVA Y GABRIEL ROLDOS GARCES ESQUINA, JUNTO A SERVIENTREGA FRENTE A PROMO KONSTRUCCION",08:00 - 21:00,No,No
,tuti selva alegre,,,,MELO RAMON GONZALES ARTIGAS,08:00 - 21:00,Sí,No
,tuti serapio japerabi,,,,Serapio Japerabi y de los encuentros,08:00 - 21:00,No,No
,tuti sergio toral la pluma,,,,COOPERATIVA SERGIO TORAL 2. MZ. 3318 SOLAR 12,08:00 - 21:00,No,No
,tuti sergio toral mercado,,,,Calle 6ta diagonal a El Sabor EsmeraldeNo 2,08:00 - 21:00,No,No
,tuti simon bolivar,,,,Av. 3 de septiembre y callejon Bolivar Pico,08:00 - 21:00,No,No
,tuti stella maris,,,,PRE-COOPERATIVA FRANCISCO DE ORELLANA SOLAR 8 MANZANA 2077,08:00 - 21:00,No,Sí
,tuti sur ajavi,,,,"BARRIO MARISCAL SUCRE, N218 ROBLES E4-135 AVENIDA AMAZONAS EDIFICIO PROINCO OF. 103 PARROQUIA MARISCAL SUCRE DE LA ZONA QUITO.",08:00 - 21:00,Sí,Sí
,tuti sur guamani,,,,"CALLES VARGAS, RIOFRIO Y ZAMBRANO DE LA ZONA METROPOLITANA DEL CENTRO DE QUITO, DE LA PROVINCIA DE PICHINCHA.",08:00 - 21:00,Sí,Sí
,tuti sur santo angel de guamani,,,,"BARRIO MATILDE ALVAREZ, CALLE OE 2H LOTE 2, PARROQUIA GUAMANI DE LA ZONA METROPOLITANA DE QUITUMBE.",08:00 - 21:00,No,No
,tuti sur villaflora el redondel,,,,"BARRIO VILLAFLORA, AV. VICENTE MALDONADO S8-430 AV. RODRIGO DE CHAVEZ / CC. CARAVA PB 265 PARROQUIA LA MAGDALENA DE LA ZONA METROPOLITANA ELOY ALFARO.",08:00 - 21:00,Sí,No
,tuti suscal,,,,Coop. 16 de junio calle 47Ava Mz. 1317 Sl. 36,08:00 - 21:00,No,No
Ibarra,tuti tabacundo,"Calle Velasco Ibarra 0.046926, 78 214582, Tabacundo",0.046992,-78.21457939999999,"AV. VELASCO IBARRA, CERCA DEL PARQUE SAN BLAS",08:00 - 21:00,No,No
,tuti tanda,,,,CALLE LEONIDAS PROANO  Y ROMULO GALLEGOS,08:00 - 21:00,Sí,No
,tuti tena,,,,"TENA, 15 DE NOVIEMBRE - CALLE VICTOR HUGO",08:00 - 21:00,Sí,No
Manta,tuti terminal,"WGQR+CMX, Pedro Gual, Portoviejo",-1.061391,-80.4582557,,,,
,tuti terminal quitumbe,,,,Av. Mariscal Sucre y Av. Guayanay Nan,08:00 - 21:00,Sí,No
,tuti terminal terrestre tulcan,,,,"TULCAN, AV. VEINTIMILLA",08:00 - 21:00,Sí,No
,tuti toacazo,,,,"BARRIO GATAZO, TOACAZO OE5-531 Y OTAVALO ESQUINA PARROQUIA SAN BARTOLO DE LA ZONA METROPOLITANA ELOY ALFARO",08:00 - 21:00,No,Sí
,tuti toctiuco,,,,CALLE ALVARO DE CEVALLOS Y DEL VALLE,08:00 - 21:00,No,No
,tuti tola chica,,,,AV. UNIVERSITARIA Y AV. ILALO,08:00 - 21:00,Sí,No
Portoviejo,tuti tosagua,"6Q68+CM8, 4º Transversal, Tosagua",-0.7889634999999999,-80.23329869999999,AV. 24 DE MAYO Y 4TA TRANSVERSAL.,08:00 - 21:00,Sí,No
,tuti trinidad de dios,,,,COOP. TRINIDAD DE DIOS LAMINA 3 MZ. 4008 SOLAR 1,08:00 - 21:00,Sí,No
,tuti trinitaria 1 via perimetral,,,,ISLA TRINITARIA COOP JACOBO BUCARAM 26 2DO CALLEJON 45B,08:00 - 21:00,Sí,No
,tuti trinitaria 2 wilson cueva,,,,AV. PERIMETRAL COOP. LUCHAR Y VENCER,08:00 - 21:00,No,No
,tuti trinitaria 3,,,,ISLA TRINITARIA COOP 22 DE ABRIL MZ B SOLAR 6-7,08:00 - 21:00,Sí,No
,tuti trinitaria 4,,,,Pre cooperativa 7 de Octubre mz 710 solar 10 de la vi­a principal de la perimetral,08:00 - 21:00,No,No
,tuti trinitaria 5,,,,CARRIL SERVICIO ISLA TRINITARIA SUR,08:00 - 21:00,Sí,No
,tuti triunfo av. carlos amen,,,,AV. 8 DE ABRIL Y CARLOS AMEN,08:00 - 21:00,No,No
,tuti troncal de la costa,,,,AV. TRONCAL DE LA COSTA.,08:00 - 21:00,No,No
,tuti troncal la india,,,,Lotizacion Aztra 3era Etapa Ave. Central 11ava Lote 3,08:00 - 21:00,No,No
,tuti tulcan norte,,,,CALDERON Y CORAL,08:00 - 21:00,Sí,No
,tuti tulipanes,,,,AV. DOMINGO COMÍN Y COTACACHI,08:00 - 21:00,No,No
,tuti tumbaco centro,,,,"FRAY GONZALO DE VERA Y GASPAR DE CARVAJAL, TUMBACO",08:00 - 21:00,Sí,No
,tuti tungurahua,,,,PORTETE Y GUERRERO VALENZUELA,08:00 - 21:00,No,No
Babahoyo,tuti tungurahua 1,"Q3VW+P7M, Portete de Tarqui, Guayaquil",-2.2056742,-79.9043377,,,,
,tuti uniandes,,,,Av. Confraternidad y Dr. Agusto Alvarez,08:00 - 21:00,Sí,No
,tuti union de bananeros,,,,Guasmo. Coop. Union de Bananeros. Mz 2773 Sl 7,08:00 - 21:00,No,No
,tuti urbanor,,,,URBANOR MZ 121 SOLAR 1,08:00 - 21:00,No,No
,tuti urcuqui,,,,JULIO MATOVELLE Y ANTONIO ANTE,08:00 - 21:00,No,No
,tuti urdenor,,,,AV. JUAN TANCA MARENGO Y AV RODRIGO CHAVEZ GONZALEZ Y CALLEJON 15,08:00 - 21:00,No,No
,tuti urdesa av las monjas,,,,URDES. AV LAS MONJAS Y CALLE TERCERA. MZ 38 SOLAR 11,08:00 - 21:00,No,No
Guayaquil,tuti urdesa central,"Av. Pdte. Juan de Dios Martínez Mera 308, Guayaquil",-2.1683399,-79.9077245,,,,
,tuti urdesa circunvalacion sur,,,,URDESA CALLE JORGE PEREZ CONCHA CIRCUNVALACION SUR Y COSTANERA,08:00 - 21:00,No,No
,tuti urdesa norte,,,,"URDESA NORTE, AV. RODRIGO CHAVEZ NO 536 Y AV. PRIMERA",08:00 - 21:00,Sí,No
Santa Elena,tuti valdivia,"376J+99J, Valdivia",-1.9390257,-80.7191193,AV. 25 DE JULIO Y CALLE 50,08:00 - 21:00,No,No
Quevedo,tuti valencia,"2JWW+P94, Av. Gral. Enriquez, Valencia",-0.9531667,-79.3546389,AV. 2 D EJULIO Y CALLE ESTENIO BURGOS,08:00 - 21:00,No,No
,tuti vasija,,,,AV ALFONSO CHAVEZ Y EL MENSAJERO,08:00 - 21:00,No,No
,tuti vela,,,,AV. VELA ENTRE AV. 25 DE JUNIO Y AV. SUCRE,08:00 - 21:00,No,No
,tuti veloz,,,,AV. JOSE VELOZ Y BRASIL,08:00 - 21:00,Sí,No
,tuti ventanas 28 de mayo,,,,CALLE 28 DE MAYO ENTRE 10 DE NOVIEMBRE Y HECTOR CABRERA,08:00 - 21:00,No,No
Quevedo,tuti ventanas av. panamericana,"HG5M+VCF, Ventanas",-1.4403167,-79.46637849999999,,,,
,tuti ventanas-av. panamericana,,,,"AV. PANAMERICANA, FRENTE A KFC",08:00 - 21:00,Sí,No
,tuti vergeles,,,,Coop. Vergeles. solar 1. Mz 123,08:00 - 21:00,No,Sí
,tuti via a daule,,,,Mapasingue Oeste. Km 5.5 Via a Daule. Frente al Centro Comercial El Trebol,08:00 - 21:00,No,No
,tuti via a la costa,,,,"VIA A LA COSTA, URBANIZACION TORRES DEL SALADO JUNTO A LA UNIDAD EDUCATIVA SANTIAGO MAYOR",08:00 - 21:00,No,No
Manta,tuti via manta,"WGJ8+4XX, E30, Portoviejo",-1.069634,-80.4825018,,,,
,tuti via milagro naranjito,,,,SECTOR BANCO DE ARENA VIA MILAGRO NARANJITO,08:00 - 21:00,Sí,No
,tuti via tarifa,,,,KM 3.5 VIA TARIFA MZ 94 SOL. 13A,08:00 - 21:00,Sí,No
,tuti vicente trujillo,,,,AV. JOSE VICENTE TRUJILLO Y AV. DOLORES SUCRE,08:00 - 21:00,No,No
,tuti victor emilio estrada,,,,"Urdesa, Av. Victor Emilio Estrada 1221 y Peatonal, anterior Parrillada del Ñato",08:00 - 21:00,No,No
,tuti villa del rey,,,,URB. VILLA DEL REY,08:00 - 21:00,Sí,No
,tuti villarroel,,,,GASPAR DE VILLAROEL Y GARCIA MORENO,08:00 - 21:00,Sí,No
,tuti vinces,,,,Sucre y Bolivar,08:00 - 21:00,No,No
,tuti vinces 10 de agosto,,,,Coop. San Javier calle 10 de Agosto Mz. 50 Sol. 34 y 35,08:00 - 21:00,No,No
,tuti vinces 4 - che guevara,,,,Lotizacion los Albatros Mz. 13 Sol. 6 y 7,08:00 - 21:00,No,No
,tuti vinces av. galapagos,,,,SECTOR LAS PALMITAS. CALLE CORDOVA Y GALAPAGOS. FRENTE A BANARIEGO VINCES,08:00 - 21:00,No,No
,tuti virgen de fatima,,,,LOTIZACION UNIDOS VENCEREMOS MZ. 2 SOL. 4 PARROQUIA VIRGEN DE FATIMA KM 26,08:00 - 21:00,Sí,No
,tuti vuelta larga,,,,PARROQUIA SANTA ANA. LAS CALLES HORACIO HIDROVO VELASQUEZ Y ELOY ALFARO,08:00 - 21:00,No,No
Ibarra,tuti yacucalle,"8VRH+XFH, Av. Teodoro Goméz de la Torre, Ibarra",0.342431,-78.12125189999999,AV. TEODORO GOMEZ DE LA TORRE,08:00 - 21:00,No,No
,tuti yaguachi,,,,Av. Cone y 21 De Julio. Frente al Parque de la Madre,08:00 - 21:00,No,No
Otavalo,tuti yaruqui,"RMPH+WRF, Eugenio Espejo, Yaruquí",-0.1628226,-78.3205132,Calle Eugenio Espejo y Carr. Panamericana Troncal de la Sierra,08:00 - 21:00,No,No
Ibarra,tuti zabala,"WHCM+8P9, Quito",-0.079162,-78.41566689999999,CALLE DE LOS ARRIEROS Y DE LOS HUIAHCHUROS,08:00 - 21:00,No,No
Quito,tuti zamora,"Zamora 192-240, Quito",-0.156181,-78.4905064,"ZAMORA Y AV. BRASIL, LA CONCEPCION",08:00 - 21:00,No,No
Esmeraldas,tuti's,"Av. Olmedo &, Esmeraldas",0.9652607999999998,-79.65328679999999,,,,
Machala,tuti's coffee,"889C+V32, Av. Ocho de Noviembre, Piñas",-3.6803327,-79.67984799999999,,,,
Babahoyo,tuti- malecon y loja,"Simon Bolivar Palacios 202, Guayaquil",-2.1857823,-79.8770796,,,,
Machala,tuti-guabo 2,"Q58F+WX6, El Guabo",-3.232715,-79.8251169,,,,
Babahoyo,tuti-via_a_la_costa,"S: 1 Mz: 40, Guayaquil",-2.1834897,-79.9794751,,,,
